PCode,PCode Name,Governorate,District,Cadastral,Local Name,Latitude,Longitude,Shelter Type,Status,Number of tents,Number of Individuals,Date of update,Updated By,Updated On,Discovery Date,Date the site was created,Number of Latrines,Number of 1000 Litre Tanks,Type of Water Source,Waste Disposal,Type of Contract
#loc+code,#loc,#adm1,#adm2,#adm3,#loc+localname,#geo+lat,#geo+lon,#shelter+type,#status,#shelter+tents,#population,#date,#org,#date+updated,#date+discovered,#date+created,#wash+latrines,#wash+water+tanks,#wash+watersource,#wash+wastedisposal,#shelter+contracttype
53375-01-021,Btedaai 021,Bekaa,Baalbek,Btedaai,,34.0973,36.1231,IS- Informal Settlement,Less than 4,1,5,2/4/16,Medair,First Update - 2016,3/25/15,2/28/15,1,2,Others,Burn it,Verbal
53375-01-022,Btedaai 022,Bekaa,Baalbek,Btedaai,,34.1004,36.1184,IS- Informal Settlement,Less than 4,2,6,2/4/16,Medair,First Update - 2016,3/25/15,3/7/12,2,1,Others,Burn it,Verbal
53375-01-023,Btedaai 023,Bekaa,Baalbek,Btedaai,,34.1006,36.1167,IS- Informal Settlement,Less than 4,1,5,2/4/16,Medair,First Update - 2016,3/25/15,3/3/14,1,0,Others,Burn it,Verbal
53375-01-024,Btedaai 024,Bekaa,Baalbek,Btedaai,,34.1018,36.1133,IS- Informal Settlement,Less than 4,3,13,2/4/16,Medair,First Update - 2016,3/25/15,3/25/14,2,2,Others,Dump it outside the camp,None
53375-01-025,Btedaai 025,Bekaa,Baalbek,Btedaai,,34.1013,36.1124,IS- Informal Settlement,Less than 4,1,12,2/4/16,Medair,First Update - 2016,3/25/15,12/14/14,1,2,Others,Burn it,None
53375-01-027,Btedaai 027,Bekaa,Baalbek,Btedaai,,34.1056,36.1141,IS- Informal Settlement,Active,5,18,2/4/16,Medair,First Update - 2016,5/11/15,8/4/14,0,4,Water Trucking,Burn it,Verbal
53375-01-029,Btedaai 029,Bekaa,Baalbek,Btedaai,,34.09798,36.10376,IS- Informal Settlement,Active,32,163,2/4/16,Medair,First Update - 2016,12/6/15,10/7/15,3,9,Spring,Dump it outside the camp,Verbal
53375-01-030,Btedaai 030,Bekaa,Baalbek,Btedaai,,34.10039,36.12552,IS- Informal Settlement,Less than 4,3,16,2/4/16,Medair,First Update - 2016,12/15/15,11/15/15,2,4,Water Trucking,Burn it,Verbal
53375-01-031,Btedaai 031,Bekaa,Baalbek,Btedaai,,34.10013,36.10024,IS- Informal Settlement,Less than 4,1,6,2/4/16,Medair,First Update - 2016,2/4/16,11/4/15,0,2,Others,Dump it outside the camp,None
53388-01-001,Yammoun‚ 001,Bekaa,Baalbek,Yammoun‚,,34.1225,36.0335,IS- Informal Settlement,Active,10,61,2/9/16,Medair,First Update - 2016,8/21/14,5/13/14,11,0,Others,Dump it outside the camp,None
53388-01-002,Yammoun‚ 002,Bekaa,Baalbek,Yammoun‚,,34.1243,36.0335,IS- Informal Settlement,Less than 4,1,7,2/9/16,Medair,First Update - 2016,8/21/14,5/5/14,0,0,Others,Dump it outside the camp,None
53388-01-003,Yammoun‚ 003,Bekaa,Baalbek,Yammoun‚,,34.125,36.0321,IS- Informal Settlement,Active,15,100,2/9/16,Medair,First Update - 2016,8/21/14,5/22/14,3,0,Others,Dump it outside the camp,None
53388-01-004,Yammoun‚ 004,Bekaa,Baalbek,Yammoun‚,,34.1224,36.0245,IS- Informal Settlement,Less than 4,1,0,2/9/16,Medair,First Update - 2016,8/21/14,7/8/14,0,0,,,
53388-01-005,Yammoun‚ 005,Bekaa,Baalbek,Yammoun‚,,34.1302,36.0318,IS- Informal Settlement,Less than 4,2,22,2/9/16,Medair,First Update - 2016,3/29/15,2/18/15,1,0,Others,Municipality Collection,None
53388-01-006,Yammoun‚ 006,Bekaa,Baalbek,Yammoun‚,,34.1297,36.0312,IS- Informal Settlement,Less than 4,2,21,2/9/16,Medair,First Update - 2016,3/29/15,3/24/14,0,1,Others,Municipality Collection,Verbal
53388-01-007,Yammoun‚ 007,Bekaa,Baalbek,Yammoun‚,,34.1248,36.0244,IS- Informal Settlement,Less than 4,1,0,2/9/16,Medair,First Update - 2016,5/12/15,4/4/13,0,0,,,
53388-01-008,Yammoun‚ 008,Bekaa,Baalbek,Yammoun‚,,34.1289,36.0358,IS- Informal Settlement,Less than 4,1,11,2/9/16,Medair,First Update - 2016,6/23/15,12/7/13,1,0,Water Network,Burn it,None
53388-01-009,Yammoun‚ 009,Bekaa,Baalbek,Yammoun‚,,34.1305,36.034,IS- Informal Settlement,Less than 4,2,16,2/9/16,Medair,First Update - 2016,6/23/15,12/1/14,2,2,Water Trucking,Municipality Collection,Verbal
53388-01-010,Yammoun‚ 010,Bekaa,Baalbek,Yammoun‚,,34.12649,36.02984,IS- Informal Settlement,Less than 4,2,7,2/9/16,Medair,First Update - 2016,12/15/15,10/10/15,1,1,Others,Municipality Collection,None
53413-01-001,Qsarnaba 001,Bekaa,Baalbek,Qsarnaba,,33.8974,36.0035,IS- Informal Settlement,Active,4,36,12/29/15,Medair,Last Update - 2015,4/11/14,3/18/13,4,4,Water Trucking,Municipality Collection,Verbal
53413-01-002,Qsarnaba 002,Bekaa,Baalbek,Qsarnaba,,33.8995,36.0015,IS- Informal Settlement,Active,11,47,12/29/15,Medair,Last Update - 2015,4/6/14,9/18/13,7,7,Borehole,Municipality Collection,Verbal
53413-01-003,Qsarnaba 003,Bekaa,Baalbek,Qsarnaba,,33.902,36.0074,IS- Informal Settlement,Active,22,124,12/29/15,Medair,Last Update - 2015,4/6/14,2/18/12,9,9,Borehole,Municipality Collection,Verbal
53413-01-004,Qsarnaba 004,Bekaa,Baalbek,Qsarnaba,,33.9024,36.0064,IS- Informal Settlement,Less than 4,2,8,12/29/15,Medair,Last Update - 2015,4/6/14,12/10/12,2,2,Water Trucking,Municipality Collection,Verbal
53413-01-005,Qsarnaba 005,Bekaa,Baalbek,Qsarnaba,,33.9006,36.0075,IS- Informal Settlement,Less than 4,2,10,12/29/15,Medair,Last Update - 2015,4/6/14,3/10/13,1,1,Water Network,Burn it,Verbal
53413-01-006,Qsarnaba 006,Bekaa,Baalbek,Qsarnaba,,33.8969,36.0123,IS- Informal Settlement,Active,4,27,12/29/15,Medair,Last Update - 2015,4/6/14,11/10/13,1,1,Water Trucking,Dump it outside the camp,Verbal
53413-01-007,Qsarnaba 007,Bekaa,Baalbek,Qsarnaba,,33.9065,36,IS- Informal Settlement,Less than 4,2,11,12/29/15,Medair,Last Update - 2015,4/6/14,2/10/12,2,2,Water Trucking,Municipality Collection,Verbal
53413-01-008,Qsarnaba 008,Bekaa,Baalbek,Qsarnaba,,33.9069,36.0037,IS- Informal Settlement,Active,5,32,12/29/15,Medair,Last Update - 2015,8/20/14,10/10/12,5,5,Water Trucking,Municipality Collection,Verbal
53413-01-010,Qsarnaba 010,Bekaa,Baalbek,Qsarnaba,,33.8887,36.0119,IS- Informal Settlement,Less than 4,2,16,12/29/15,Medair,Last Update - 2015,8/20/14,3/8/13,2,2,Water Trucking,Dump it outside the camp,Verbal
53413-01-011,Qsarnaba 011,Bekaa,Baalbek,Qsarnaba,,33.8895,36.0157,IS- Informal Settlement,Less than 4,2,12,12/29/15,Medair,Last Update - 2015,8/20/14,7/13/14,2,2,Water Trucking,Dump it outside the camp,Verbal
53413-01-012,Qsarnaba 012,Bekaa,Baalbek,Qsarnaba,,33.8931,36.0169,IS- Informal Settlement,Less than 4,2,10,12/29/15,Medair,Last Update - 2015,8/20/14,8/19/14,1,1,Borehole,Municipality Collection,Verbal
53413-01-013,Qsarnaba 013,Bekaa,Baalbek,Qsarnaba,,33.8974,35.9964,IS- Informal Settlement,Active,4,30,12/29/15,Medair,Last Update - 2015,11/26/14,7/23/14,3,3,Water Trucking,Municipality Collection,None
53413-01-014,Qsarnaba 014,Bekaa,Baalbek,Qsarnaba,,33.8928,36.0189,IS- Informal Settlement,Less than 4,1,5,12/29/15,Medair,Last Update - 2015,2/23/15,6/4/15,1,1,Borehole,Municipality Collection,Verbal
53413-01-015,Qsarnaba 015,Bekaa,Baalbek,Qsarnaba,,33.903,36.0066,IS- Informal Settlement,Less than 4,3,13,12/29/15,Medair,Last Update - 2015,2/23/15,1/4/15,0,0,Water Network,Municipality Collection,Verbal
53413-01-016,Qsarnaba 016,Bekaa,Baalbek,Qsarnaba,,33.8891,36.0154,IS- Informal Settlement,Less than 4,3,22,12/29/15,Medair,Last Update - 2015,4/13/15,5/15/14,0,0,Borehole,Burn it,Verbal
53413-01-018,Qsarnaba 018,Bekaa,Baalbek,Qsarnaba,,33.9036,36.0057,IS- Informal Settlement,Less than 4,3,9,12/29/15,Medair,Last Update - 2015,6/19/15,3/17/15,1,1,Borehole,Municipality Collection,None
53413-01-019,Qsarnaba 019,Bekaa,Baalbek,Qsarnaba,,33.8889,36.0132,IS- Informal Settlement,Less than 4,1,2,12/29/15,Medair,Last Update - 2015,6/4/15,12/22/14,1,1,Borehole,Municipality Collection,None
53413-01-020,Qsarnaba 020,Bekaa,Baalbek,Qsarnaba,,33.8888,36.0125,IS- Informal Settlement,Active,4,19,12/29/15,Medair,Last Update - 2015,6/4/15,3/25/15,4,4,Water Trucking,Municipality Collection,Verbal
53413-01-021,Qsarnaba 021,Bekaa,Baalbek,Qsarnaba,,33.8923,36.005,IS- Informal Settlement,Active,9,65,12/29/15,Medair,Last Update - 2015,6/4/15,3/4/15,10,10,Water Trucking,Municipality Collection,Verbal
53413-01-024,Qsarnaba 024,Bekaa,Baalbek,Qsarnaba,,33.9072,35.9994,IS- Informal Settlement,Less than 4,1,2,12/29/15,Medair,Last Update - 2015,9/18/15,8/18/15,1,1,Water Trucking,Municipality Collection,Verbal
53413-01-025,Qsarnaba 025,Bekaa,Baalbek,Qsarnaba,,33.9019,36.0075,IS- Informal Settlement,Less than 4,1,6,12/29/15,Medair,Last Update - 2015,9/18/15,8/18/15,1,1,Water Trucking,Municipality Collection,Verbal
53413-01-026,Qsarnaba 026,Bekaa,Baalbek,Qsarnaba,,33.9016,36.0079,IS- Informal Settlement,Less than 4,1,3,12/29/15,Medair,Last Update - 2015,9/18/15,9/18/14,1,1,Water Trucking,Municipality Collection,Verbal
53413-01-027,Qsarnaba 027,Bekaa,Baalbek,Qsarnaba,,33.9007,36.0088,IS- Informal Settlement,Less than 4,1,9,12/29/15,Medair,Last Update - 2015,9/18/15,9/18/14,1,1,Borehole,Municipality Collection,Verbal
53413-01-028,Qsarnaba 028,Bekaa,Baalbek,Qsarnaba,,33.8986,36.0115,IS- Informal Settlement,Less than 4,2,10,12/29/15,Medair,Last Update - 2015,9/18/15,9/18/14,1,1,Borehole,Municipality Collection,Verbal
53413-01-029,Qsarnaba 029,Bekaa,Baalbek,Qsarnaba,,33.90337,36.00635,IS- Informal Settlement,Less than 4,2,13,12/29/15,Medair,Last Update - 2015,10/25/15,9/8/15,0,0,Water Trucking,Municipality Collection,Verbal
53413-01-030,Qsarnaba 030,Bekaa,Baalbek,Qsarnaba,,33.90331,36.00592,IS- Informal Settlement,Less than 4,1,9,12/29/15,Medair,Last Update - 2015,12/28/15,12/26/15,1,1,Water Trucking,Municipality Collection,Verbal
53415-01-002,Temnine El-Faouqa 002,Bekaa,Baalbek,Temnine El-Faouqa,,33.8871,36.0014,IS- Informal Settlement,Active,17,122,12/29/15,Medair,Last Update - 2015,4/6/14,1/18/13,14,14,Water Trucking,Municipality Collection,Verbal
53415-01-003,Temnine El-Faouqa 003,Bekaa,Baalbek,Temnine El-Faouqa,,33.8929,35.9967,IS- Informal Settlement,Active,8,50,12/29/15,Medair,Last Update - 2015,4/6/14,2/18/13,5,5,Water Trucking,Municipality Collection,None
53415-01-004,Temnine El-Faouqa 004,Bekaa,Baalbek,Temnine El-Faouqa,,33.8939,35.9911,IS- Informal Settlement,Active,11,67,12/29/15,Medair,Last Update - 2015,4/6/14,4/18/12,13,13,Borehole,Municipality Collection,None
53415-01-005,Temnine El-Faouqa 005,Bekaa,Baalbek,Temnine El-Faouqa,,33.8918,35.9918,IS- Informal Settlement,Active,10,85,12/29/15,Medair,Last Update - 2015,4/6/14,4/3/14,9,9,Water Trucking,Municipality Collection,Verbal
53415-01-006,Temnine El-Faouqa 006,Bekaa,Baalbek,Temnine El-Faouqa,,33.8867,35.9939,IS- Informal Settlement,Less than 4,3,14,12/29/15,Medair,Last Update - 2015,8/25/14,11/4/13,3,3,Borehole,Municipality Collection,Verbal
53415-01-007,Temnine El-Faouqa 007,Bekaa,Baalbek,Temnine El-Faouqa,,33.8891,36.007,IS- Informal Settlement,Active,5,28,12/29/15,Medair,Last Update - 2015,11/26/14,7/24/14,4,4,Water Trucking,Burn it,Verbal
53415-01-008,Temnine El-Faouqa 008,Bekaa,Baalbek,Temnine El-Faouqa,,33.8913,35.9991,IS- Informal Settlement,Less than 4,1,10,12/29/15,Medair,Last Update - 2015,4/13/15,5/15/13,1,1,Water Trucking,Municipality Collection,Verbal
53415-01-009,Temnine El-Faouqa 009,Bekaa,Baalbek,Temnine El-Faouqa,,33.8939,35.9949,IS- Informal Settlement,Active,4,32,12/29/15,Medair,Last Update - 2015,4/13/15,5/15/13,3,3,Water Trucking,Municipality Collection,Verbal
53415-01-010,Temnine El-Faouqa 010,Bekaa,Baalbek,Temnine El-Faouqa,,33.8954,35.9935,IS- Informal Settlement,Less than 4,2,12,12/29/15,Medair,Last Update - 2015,6/4/15,3/2/15,2,2,Water Trucking,Municipality Collection,Verbal
53415-01-011,Temnine El-Faouqa 011,Bekaa,Baalbek,Temnine El-Faouqa,,33.8901,36.006,IS- Informal Settlement,Active,7,46,12/29/15,Medair,Last Update - 2015,6/5/15,3/18/15,7,7,Water Trucking,Municipality Collection,Verbal
53415-01-013,Temnine El-Faouqa 013,Bekaa,Baalbek,Temnine El-Faouqa,,33.8935,35.9956,IS- Informal Settlement,Less than 4,3,16,12/29/15,Medair,Last Update - 2015,9/21/15,8/21/15,3,3,Water Trucking,Municipality Collection,Verbal
53415-01-014,Temnine El-Faouqa 014,Bekaa,Baalbek,Temnine El-Faouqa,,33.8905,35.9996,IS- Informal Settlement,Less than 4,2,15,12/29/15,Medair,Last Update - 2015,9/21/15,8/21/15,2,2,Borehole,Municipality Collection,Verbal
53415-01-016,Temnine El-Faouqa 016,Bekaa,Baalbek,Temnine El-Faouqa,,33.88791,35.99682,IS- Informal Settlement,Active,4,39,12/29/15,Medair,Last Update - 2015,10/16/15,5/16/15,3,3,Water Trucking,Municipality Collection,Verbal
53415-01-017,Temnine El-Faouqa 017,Bekaa,Baalbek,Temnine El-Faouqa,,33.88778,35.99654,IS- Informal Settlement,Active,9,79,12/29/15,Medair,Last Update - 2015,10/16/15,4/16/15,6,6,Borehole,Municipality Collection,Verbal
53415-01-018,Temnine El-Faouqa 018,Bekaa,Baalbek,Temnine El-Faouqa,,33.89265,35.9897,IS- Informal Settlement,Less than 4,3,24,12/29/15,Medair,Last Update - 2015,10/16/15,,1,1,Water Trucking,Municipality Collection,Verbal
53415-01-019,Temnine El-Faouqa 019,Bekaa,Baalbek,Temnine El-Faouqa,,33.88728,35.99524,IS- Informal Settlement,Less than 4,1,6,12/29/15,Medair,Last Update - 2015,11/18/15,11/14/15,1,1,Water Trucking,Municipality Collection,Verbal
53415-01-020,Temnine El-Faouqa 020,Bekaa,Baalbek,Temnine El-Faouqa,,33.89125,35.99631,IS- Informal Settlement,Less than 4,2,17,12/29/15,Medair,Last Update - 2015,12/29/15,12/29/14,1,1,Borehole,Municipality Collection,Verbal
53415-01-021,Temnine El-Faouqa 021,Bekaa,Baalbek,Temnine El-Faouqa,,33.89184,35.99571,IS- Informal Settlement,Less than 4,1,6,12/29/15,Medair,Last Update - 2015,12/29/15,,1,1,Borehole,Municipality Collection,Verbal
53417-01-001,Beit Chama 001,Bekaa,Baalbek,Beit Chama,,33.9182,36.0245,IS- Informal Settlement,Less than 4,1,8,12/21/15,Medair,Last Update - 2015,8/14/14,1/18/13,0,0,Others,Municipality Collection,None
53417-01-002,Beit Chama 002,Bekaa,Baalbek,Beit Chama,,33.928,36.0208,IS- Informal Settlement,Less than 4,1,4,12/21/15,Medair,Last Update - 2015,1/18/15,11/24/14,1,1,Water Trucking,Dump it outside the camp,Verbal
53417-01-003,Beit Chama 003,Bekaa,Baalbek,Beit Chama,,33.9245,36.0307,IS- Informal Settlement,Less than 4,1,4,12/21/15,Medair,Last Update - 2015,9/13/15,5/15/15,1,1,Borehole,Municipality Collection,None
53417-01-004,Beit Chama 004,Bekaa,Baalbek,Beit Chama,,33.92101,36.03246,IS- Informal Settlement,Less than 4,1,8,12/21/15,Medair,Last Update - 2015,10/2/15,7/2/15,1,1,Borehole,Municipality Collection,Verbal
53419-01-002,Haouch Er-Rafqa 002,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9237,36.0377,IS- Informal Settlement,Active,19,118,12/21/15,Medair,Last Update - 2015,4/6/14,2/18/13,17,17,Water Trucking,Dump it outside the camp,Verbal
53419-01-004,Haouch Er-Rafqa 004,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9181,36.0607,IS- Informal Settlement,Active,95,552,12/21/15,Medair,Last Update - 2015,4/6/14,6/18/11,86,86,Borehole,Municipality Collection,Verbal
53419-01-005,Haouch Er-Rafqa 005,Bekaa,Baalbek,Haouch Er-Rafqa,,33.922,36.052,IS- Informal Settlement,Active,4,36,12/21/15,Medair,Last Update - 2015,4/6/14,2/18/12,5,5,Water Trucking,Dump it outside the camp,Verbal
53419-01-006,Haouch Er-Rafqa 006,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9252,36.0415,IS- Informal Settlement,Active,7,45,12/21/15,Medair,Last Update - 2015,4/6/14,1/13/13,6,6,Borehole,Municipality Collection,Verbal
53419-01-007,Haouch Er-Rafqa 007,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9242,36.0547,IS- Informal Settlement,Active,50,247,12/21/15,Medair,Last Update - 2015,4/6/14,2/13/12,40,40,Water Trucking,Municipality Collection,Verbal
53419-01-009,Haouch Er-Rafqa 009,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9031,36.0416,IS- Informal Settlement,Active,19,100,12/21/15,Medair,Last Update - 2015,4/6/14,4/4/13,11,11,Water Trucking,Municipality Collection,None
53419-01-011,Haouch Er-Rafqa 011,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9245,36.0515,IS- Informal Settlement,Less than 4,1,7,12/21/15,Medair,Last Update - 2015,8/20/14,4/11/13,1,1,Water Trucking,Dump it outside the camp,Verbal
53419-01-012,Haouch Er-Rafqa 012,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9189,36.0439,IS- Informal Settlement,Less than 4,1,8,12/21/15,Medair,Last Update - 2015,8/20/14,2/18/13,1,1,Borehole,Municipality Collection,None
53419-01-014,Haouch Er-Rafqa 014,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9187,36.0512,IS- Informal Settlement,Less than 4,3,18,12/21/15,Medair,Last Update - 2015,8/20/14,6/4/14,3,3,Others,Burn it,Verbal
53419-01-015,Haouch Er-Rafqa 015,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9233,36.0365,IS- Informal Settlement,Active,8,30,12/21/15,Medair,Last Update - 2015,11/11/14,5/31/12,9,9,Borehole,Dump it outside the camp,Verbal
53419-01-016,Haouch Er-Rafqa 016,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9241,36.046,IS- Informal Settlement,Active,11,52,12/20/15,Medair,Last Update - 2015,11/11/14,2/2/13,7,7,Water Trucking,Dump it outside the camp,Verbal
53419-01-019,Haouch Er-Rafqa 019,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9146,36.0418,IS- Informal Settlement,Active,5,24,12/21/15,Medair,Last Update - 2015,1/18/15,2/3/14,5,5,Borehole,Dump it outside the camp,None
53419-01-020,Haouch Er-Rafqa 020,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9223,36.0524,IS- Informal Settlement,Less than 4,3,21,12/21/15,Medair,Last Update - 2015,4/7/15,4/22/14,3,3,Water Trucking,Dump it outside the camp,Verbal
53419-01-021,Haouch Er-Rafqa 021,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9243,36.0467,IS- Informal Settlement,Active,6,39,12/21/15,Medair,Last Update - 2015,4/6/15,4/24/13,3,3,Water Trucking,Municipality Collection,Verbal
53419-01-022,Haouch Er-Rafqa 022,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9026,36.0419,IS- Informal Settlement,Less than 4,2,10,12/21/15,Medair,Last Update - 2015,4/6/15,11/19/13,2,2,Water Trucking,Municipality Collection,Verbal
53419-01-023,Haouch Er-Rafqa 023,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9034,36.0395,IS- Informal Settlement,Less than 4,1,7,12/21/15,Medair,Last Update - 2015,4/6/15,11/4/13,1,1,Water Trucking,Municipality Collection,Verbal
53419-01-024,Haouch Er-Rafqa 024,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9031,36.0391,IS- Informal Settlement,Less than 4,2,12,12/21/15,Medair,Last Update - 2015,4/6/15,11/12/12,2,2,Water Trucking,Municipality Collection,Verbal
53419-01-025,Haouch Er-Rafqa 025,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9037,36.046,IS- Informal Settlement,Less than 4,2,21,12/21/15,Medair,Last Update - 2015,4/6/15,2/4/15,2,2,Water Trucking,Municipality Collection,Verbal
53419-01-026,Haouch Er-Rafqa 026,Bekaa,Baalbek,Haouch Er-Rafqa,,33.922,36.0525,IS- Informal Settlement,Active,7,36,12/21/15,Medair,Last Update - 2015,4/6/15,11/11/14,6,6,Water Trucking,Dump it outside the camp,Verbal
53419-01-028,Haouch Er-Rafqa 028,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9182,36.0432,IS- Informal Settlement,Active,8,42,12/21/15,Medair,Last Update - 2015,4/19/15,5/15/13,5,5,Water Trucking,Municipality Collection,None
53419-01-029,Haouch Er-Rafqa 029,Bekaa,Baalbek,Haouch Er-Rafqa,,33.926,36.0559,IS- Informal Settlement,Less than 4,1,4,12/21/15,Medair,Last Update - 2015,6/1/15,4/1/12,1,1,Water Trucking,Burn it,Verbal
53419-01-030,Haouch Er-Rafqa 030,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9259,36.0549,IS- Informal Settlement,Less than 4,1,0,12/21/15,Medair,Last Update - 2015,5/29/15,6/1/14,0,0,,,
53419-01-031,Haouch Er-Rafqa 031,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9233,36.0526,IS- Informal Settlement,Less than 4,3,17,12/21/15,Medair,Last Update - 2015,6/2/15,3/2/14,1,1,Water Trucking,Dump it outside the camp,None
53419-01-032,Haouch Er-Rafqa 032,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9204,36.0454,IS- Informal Settlement,Active,10,65,12/21/15,Medair,Last Update - 2015,9/13/15,8/7/15,5,5,Water Trucking,Dump it outside the camp,Verbal
53419-01-033,Haouch Er-Rafqa 033,Bekaa,Baalbek,Haouch Er-Rafqa,,33.9261,36.0394,IS- Informal Settlement,Less than 4,2,12,12/21/15,Medair,Last Update - 2015,9/13/15,8/31/15,2,2,Borehole,Dump it outside the camp,Verbal
53419-01-034,Haouch Er-Rafqa 034,Bekaa,Baalbek,Haouch Er-Rafqa,,33.92318,36.04613,IS- Informal Settlement,Active,4,19,12/21/15,Medair,Last Update - 2015,9/30/15,5/15/12,2,2,Water Trucking,Municipality Collection,Verbal
53419-01-035,Haouch Er-Rafqa 035,Bekaa,Baalbek,Haouch Er-Rafqa,,33.92258,36.05333,IS- Informal Settlement,Active,26,160,12/21/15,Medair,Last Update - 2015,12/11/15,12/11/15,0,0,Water Trucking,Burn it,Written
53419-01-036,Haouch Er-Rafqa 036,Bekaa,Baalbek,Haouch Er-Rafqa,,33.92271,36.05544,IS- Informal Settlement,Active,7,21,12/21/15,Medair,Last Update - 2015,12/21/15,12/19/15,2,2,Borehole,Dump it outside the camp,Verbal
53421-01-001,Mousray‚ 001,Bekaa,Baalbek,Mousray‚,,33.9199,36.0501,IS- Informal Settlement,Less than 4,1,11,12/21/15,Medair,Last Update - 2015,4/28/14,2/2/13,1,1,Water Trucking,Municipality Collection,Verbal
53421-01-002,Mousray‚ 002,Bekaa,Baalbek,Mousray‚,,33.9184,36.0535,IS- Informal Settlement,Active,6,35,12/21/15,Medair,Last Update - 2015,8/20/14,4/27/13,4,4,Water Trucking,Municipality Collection,Verbal
53421-01-003,Mousray‚ 003,Bekaa,Baalbek,Mousray‚,,33.9158,36.0481,IS- Informal Settlement,Less than 4,3,26,12/21/15,Medair,Last Update - 2015,8/20/14,7/18/13,1,1,Borehole,Dump it outside the camp,Verbal
53421-01-004,Mousray‚ 004,Bekaa,Baalbek,Mousray‚,,33.9118,36.0549,IS- Informal Settlement,Less than 4,2,9,12/21/15,Medair,Last Update - 2015,8/20/14,10/29/13,1,1,Borehole,Dump it outside the camp,Verbal
53421-01-005,Mousray‚ 005,Bekaa,Baalbek,Mousray‚,,33.92,36.0457,IS- Informal Settlement,Less than 4,1,12,12/21/15,Medair,Last Update - 2015,8/20/14,5/18/13,1,1,Others,Dump it outside the camp,Verbal
53421-01-008,Mousray‚ 008,Bekaa,Baalbek,Mousray‚,,33.9214,36.0533,IS- Informal Settlement,Less than 4,3,7,12/20/15,Medair,Last Update - 2015,4/6/15,4/22/14,2,2,Water Trucking,Burn it,None
53421-01-009,Mousray‚ 009,Bekaa,Baalbek,Mousray‚,,33.9198,36.0502,IS- Informal Settlement,Less than 4,3,13,12/21/15,Medair,Last Update - 2015,4/6/15,11/14/12,2,2,Others,Municipality Collection,Verbal
53421-01-011,Mousray‚ 011,Bekaa,Baalbek,Mousray‚,,33.91078,36.05602,IS- Informal Settlement,Active,9,73,12/21/15,Medair,Last Update - 2015,11/19/15,11/19/15,0,0,Water Trucking,Municipality Collection,Verbal
53421-01-012,Mousray‚ 012,Bekaa,Baalbek,Mousray‚,,33.9175,36.04858,IS- Informal Settlement,Active,4,23,12/21/15,Medair,Last Update - 2015,11/19/15,11/19/15,4,4,Others,Dump it outside the camp,Verbal
53425-01-001,Temnine Et-Tahta 001,Bekaa,Baalbek,Temnine Et-Tahta,Rayak,33.866,36.0082,IS- Informal Settlement,Less than 4,2,5,12/28/15,Medair,Last Update - 2015,4/7/14,12/11/13,1,1,Others,Burn it,Verbal
